place_key,name,locality,address,city,district,pincode,maps_url,business_type,case_type,status,inspection_date,action_date,violations,summary,timeline,source_name,source_title,source_url,source_published_at,source_name_2,source_url_2,verification_status,notes
agrotis-catering-ambegaon,M/s Agrotis Catering Pvt Ltd,Ambegaon,,Pune,Pune,,https://www.google.com/maps/search/?api=1&query=Agrotis+Catering+Ambegaon+Pune,other,licence_suspension,licence_suspended,,2026-07-04,poor_hygiene: FDA reported severe unhygienic conditions; expired_food: expired stock reported; food_safety_violation: food safety norms violated,Times of India reported that FDA suspended the licence of Agrotis Catering Pvt Ltd in Ambegaon during a three-day inspection drive.,2026-07-01 to 2026-07-03: Inspection drive | 2026-07-04: Licence suspension reported,Times of India,Pune FDA suspends licences of 10 eateries in hygiene & safety crackdown across three districts,https://timesofindia.indiatimes.com/city/pune/pune-fda-suspends-licences-of-10-eateries-in-hygiene-safety-crackdown-across-three-districts/articleshow/132170089.cms,2026-07-04,,,reported,Exact outlet inspection date not stated; map is approximate search.
barkat-biryani-house-wagholi,Barkat Biryani House,Wagholi,,Pune,Pune,,https://www.google.com/maps/search/?api=1&query=Barkat+Biryani+House+Wagholi+Pune,restaurant,licence_suspension,licence_suspended,,2026-07-04,poor_hygiene: FDA reported severe unhygienic conditions; expired_food: expired stock reported; food_safety_violation: food safety norms violated,Times of India reported that FDA suspended the licence of Barkat Biryani House in Wagholi during the July 1-3 enforcement drive.,2026-07-01 to 2026-07-03: Inspection drive | 2026-07-04: Licence suspension reported,Times of India,Pune FDA suspends licences of 10 eateries in hygiene & safety crackdown across three districts,https://timesofindia.indiatimes.com/city/pune/pune-fda-suspends-licences-of-10-eateries-in-hygiene-safety-crackdown-across-three-districts/articleshow/132170089.cms,2026-07-04,,,reported,Exact outlet inspection date not stated.
royal-biryani-house-wagholi,Royal Biryani House,Wagholi,,Pune,Pune,,https://www.google.com/maps/search/?api=1&query=Royal+Biryani+House+Wagholi+Pune,restaurant,licence_suspension,licence_suspended,,2026-07-04,poor_hygiene: FDA reported severe unhygienic conditions; expired_food: expired stock reported; food_safety_violation: food safety norms violated,Times of India reported that FDA suspended the licence of Royal Biryani House in Wagholi during the July 1-3 enforcement drive.,2026-07-01 to 2026-07-03: Inspection drive | 2026-07-04: Licence suspension reported,Times of India,Pune FDA suspends licences of 10 eateries in hygiene & safety crackdown across three districts,https://timesofindia.indiatimes.com/city/pune/pune-fda-suspends-licences-of-10-eateries-in-hygiene-safety-crackdown-across-three-districts/articleshow/132170089.cms,2026-07-04,,,reported,Exact outlet inspection date not stated.
national-360-bavdhan,National 360,Bavdhan,,Pune,Pune,,https://www.google.com/maps/search/?api=1&query=National+360+Bavdhan+Pune,restaurant,licence_suspension,licence_suspended,,2026-07-04,poor_hygiene: FDA reported severe unhygienic conditions; expired_food: expired stock reported; food_safety_violation: food safety norms violated,Times of India reported that FDA suspended the licence of National 360 in Bavdhan during the July 1-3 enforcement drive.,2026-07-01 to 2026-07-03: Inspection drive | 2026-07-04: Licence suspension reported,Times of India,Pune FDA suspends licences of 10 eateries in hygiene & safety crackdown across three districts,https://timesofindia.indiatimes.com/city/pune/pune-fda-suspends-licences-of-10-eateries-in-hygiene-safety-crackdown-across-three-districts/articleshow/132170089.cms,2026-07-04,,,reported,Exact outlet inspection date not stated.
devansh-milk-pimple-gurav,Devansh Milk and Milk Products,Pimple Gurav,,Pune,Pune,,https://www.google.com/maps/search/?api=1&query=Devansh+Milk+and+Milk+Products+Pimple+Gurav+Pune,dairy,licence_suspension,licence_suspended,,2026-07-04,adulteration: 230 kg of ghee and other food products seized on suspicion of adulteration; labelling: products sold without mandatory labels,"Hindustan Times reported that FDA suspended the food licence of Devansh Milk and Milk Products after seizing 230 kg of ghee and other food products worth ₹90,500 over suspected adulteration and missing mandatory labels.",2026-07-01 to 2026-07-03: Enforcement drive | 2026-07-04: Licence suspension reported,Hindustan Times,FDA suspends licences of seven Pune eateries for food safety violations,https://www.hindustantimes.com/cities/pune-news/fda-suspends-licences-of-seven-pune-eateries-for-food-safety-violations-101783106703239.html,2026-07-04,,,reported,Exact inspection and suspension dates not stated.
sangeeta-food-products-solapur,Sangeeta Food Products,Madde Wasti,,Solapur,Solapur,,https://www.google.com/maps/search/?api=1&query=Sangeeta+Food+Products+Madde+Wasti+Solapur,manufacturer,seizure,seizure,,2026-07-04,labelling: labelling irregularities; adulteration: suspected adulteration,"Hindustan Times reported that FDA seized 160 kg of namkeen worth ₹32,000 from Sangeeta Food Products over labelling irregularities and suspected adulteration.",2026-07-01 to 2026-07-03: Enforcement drive | 2026-07-04: Seizure reported,Hindustan Times,FDA suspends licences of seven Pune eateries for food safety violations,https://www.hindustantimes.com/cities/pune-news/fda-suspends-licences-of-seven-pune-eateries-for-food-safety-violations-101783106703239.html,2026-07-04,,,reported,Exact inspection/seizure date not stated.
dominos-vile-parle-west,Domino's Pizza,Vile Parle West,"406, S.V. Road, Vile Parle West",Mumbai,Mumbai Suburban,400056,https://www.google.com/maps/search/?api=1&query=Dominos+Pizza+Vile+Parle+West+Mumbai,restaurant,licence_suspension,licence_suspended,2026-08-11,2026-08-12,"food_safety_violation: deficiencies in FSSAI licence display, potable water, food storage, pest control and hygiene facilities; temperature_control: frozen food temperature monitoring deficient; pest_infestation: rodent and pest prevention measures deficient; poor_hygiene: hand-washing and hygiene facilities deficient","Times of India reported that FDA suspended the Vile Parle West Domino's licence after its August 11 inspection found deficiencies in licence display, potable water, storage, pest control and hygiene facilities.",2026-08-11: Inspection | 2026-08-12: Licence suspended,Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Address is from Domino's store listing; map is approximate search.
dominos-borivali-west,Domino's Pizza,Borivali West,,Mumbai,Mumbai Suburban,,https://www.google.com/maps/search/?api=1&query=Dominos+Pizza+Borivali+West+Mumbai,restaurant,licence_suspension,licence_suspended,2026-08-11,2026-08-12,food_safety_violation: 15% non-compliance reported; improper_storage: food storage deficiencies; temperature_control: temperature monitoring deficiencies; missing_records: food testing deficiencies; poor_hygiene: cleanliness deficiencies; pest_infestation: pest-control deficiencies; other: raw/cooked and vegetarian/non-vegetarian segregation deficiencies,"Times of India reported that FDA suspended the Borivali West Domino's licence after inspectors found 15% non-compliance and deficiencies involving storage, temperature monitoring, testing, cleanliness, pest control and food segregation.",2026-08-11: Inspection | 2026-08-12: Licence suspended,Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Exact street address not stated. Map is approximate search.
dominos-r-city-ghatkopar,Domino's Pizza,Ghatkopar West,"R City Mall, LBS Road, Amrut Nagar",Mumbai,Mumbai Suburban,400086,https://www.google.com/maps/search/?api=1&query=Dominos+Pizza+R+City+Mall+Ghatkopar+West+Mumbai,restaurant,licence_suspension,licence_suspended,2026-08-11,2026-08-12,"poor_hygiene: cleanliness deficiencies; pest_infestation: pest-control deficiencies; missing_records: calibration, preventive maintenance, food and water testing and food safety records absent; improper_storage: FIFO/FEFO practices not followed; temperature_control: food storage temperature control deficiencies; labelling: food-grade certificates absent","Times of India reported that FDA found deficiencies in cleanliness, sanitation scheduling, pest control, FIFO/FEFO practices and temperature control at the R-City Mall outlet.",2026-08-11: Inspection | 2026-08-12: Licence suspended,Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Address details supplemented by Domino's store listing; map is approximate search.
dominos-malkapur-karad,Domino's Pizza,Malkapur,Karad,Karad,Satara,,https://www.google.com/maps/search/?api=1&query=Dominos+Pizza+Malkapur+Karad+Satara+Maharashtra,restaurant,licence_suspension,licence_suspended,2026-08-11,2026-08-12,food_safety_violation: about 40% non-compliance; poor_hygiene: deficiencies in cleanliness and basic facilities; pest_infestation: pest-control deficiencies; other: equipment deficiencies,"Times of India reported that FDA suspended the Domino's outlet operated by Jubilant FoodWorks at Malkapur after inspectors found about 40% non-compliance, including deficiencies in basic facilities, equipment, cleanliness and pest control.",2026-08-11: Inspection | 2026-08-12: Licence suspended,Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,"Source identifies Malkapur, Karad, Satara district but not a street address. Map is approximate search."
hotel-sayali-satpur,Hotel Sayali Restaurant and Bar,Satpur,,Nashik,Nashik,,https://www.google.com/maps/search/?api=1&query=Hotel+Sayali+Restaurant+and+Bar+Satpur+Nashik,restaurant,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited deficiencies related to cleanliness, food storage, water, equipment and pest control",Times of India reported that FDA suspended the licence of Hotel Sayali Restaurant and Bar in Satpur as part of its intensified food-safety crackdown.,"Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Exact inspection date not stated.
hotel-chhote-miyan-nashik,Hotel Chhote Miyan,College Road,,Nashik,Nashik,,https://www.google.com/maps/search/?api=1&query=Hotel+Chhote+Miyan+College+Road+Nashik,restaurant,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited deficiencies related to cleanliness, food storage, water, equipment and pest control",Times of India reported that FDA suspended the licence of Hotel Chhote Miyan on College Road as part of its intensified food-safety crackdown.,"Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Exact inspection date not stated.
mani-mark-panchavati,Mani Mark,Peth Road,Panchavati,Nashik,Nashik,,https://www.google.com/maps/search/?api=1&query=Mani+Mark+Peth+Road+Panchavati+Nashik,other,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited deficiencies related to cleanliness, food storage, water, equipment and pest control",Times of India reported that FDA suspended the licence of Mani Mark on Peth Road in Panchavati.,"Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Business type unclear from source; classified as other.
abhishek-bakery-and-sweets-cidco,Abhishek Bakery and Sweets,CIDCO,,Nashik,Nashik,,https://www.google.com/maps/search/?api=1&query=Abhishek+Bakery+and+Sweets+CIDCO+Nashik,bakery,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited deficiencies related to cleanliness, food storage, water, equipment and pest control",Times of India reported that FDA suspended the licence of Abhishek Bakery and Sweets in CIDCO.,"Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Exact inspection date not stated.
mohanlal-namkeen-dindori,Mohanlal Namkeen,Dindori,,Nashik,Nashik,,https://www.google.com/maps/search/?api=1&query=Mohanlal+Namkeen+Dindori+Nashik,manufacturer,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited deficiencies related to cleanliness, food storage, water, equipment and pest control",Times of India reported that FDA suspended the licence of Mohanlal Namkeen in Dindori.,"Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Business type classified as manufacturer based on establishment name and publicly reported food manufacturing activity; exact inspection date not stated.
mumbai-metro-dhaba-bhandup,Mumbai Metro Dhaba,Bhandup,"Shop 02, Rajiv Gandhi Nagar, Mulund Goregaon Link Road, near Fortis Hospital",Mumbai,Mumbai Suburban,400078,https://www.google.com/maps/search/?api=1&query=Mumbai+Metro+Dhaba+Bhandup+Mumbai,restaurant,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited shortcomings in basic facilities, cleanliness, water, ventilation, pest control and food storage","Times of India reported that FDA suspended the licence of Mumbai Metro Dhaba in Mulund/Bhandup after inspections found shortcomings in basic facilities, cleanliness, water, ventilation, pest control and food storage.","Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Address from public business listing; source article identifies outlet as Mumbai Metro Dhaba in Mulund.
gulshan-da-punjabi-dhaba-bhandup,Gulshan-Da-Punjabi Dhaba,Bhandup,,Mumbai,Mumbai Suburban,,https://www.google.com/maps/search/?api=1&query=Gulshan-Da-Punjabi+Dhaba+Bhandup+Mumbai,restaurant,licence_suspension,licence_suspended,,2026-08-12,"food_safety_violation: FDA cited shortcomings in basic facilities, cleanliness, water, ventilation, pest control and food storage","Times of India reported that FDA suspended the licence of Gulshan-Da-Punjabi Dhaba in Bhandup after inspections found shortcomings in basic facilities, cleanliness, water, ventilation, pest control and food storage.","Licence suspension reported August 12, 2026",Times of India,Maharashtra FDA suspends licences of 4 outlets of leading pizza chain over food safety violations,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-fda-suspends-licences-of-4-outlets-of-leading-pizza-chain-over-food-safety-violations/articleshow/133187057.cms,2026-08-12,,,reported,Exact inspection date not stated.
